"","textoComentario"
"825","Es el mejor parque de atracciones que hay en españa. Las tematicas estan muy logradas y bien separadas. Puedes ir con niños, con amigos, en pareja o incluso sol@. Yo estado sola muchas veces y me divertido de la misma manera. Si hay muchas cosas...Más"
"826","Ya habia estado en el parque hace unos pero siempre salgo contento, este año tocaba probar las nuevas atracciones de ferrari land y la verdad que sali encantado de alli. Os recomiendo que veias algun espectaculo de los que da el parque a lo largo...Más"
"827","Si no estas dispuesto a gastarte 58 euros solo en la entrada (entrada 25€ + express 33€), no te molestes en venir a Port Aventura. La gente con express tiene prioridad absoluta sobre el resto. En colas que marcan 20 minutos te puedes estar más...Más"
"828","Dos días de visita al parque con Ferrari Land. El jueves menos gente que el viernes. Todo bien pero como todo el mundo sabe cuando va a estos sitios es que todo es carísimo y no queda otra que resignarse a las colas. A pesar...Más"
"829","Hemos ido en muchas ocasiones; en pareja, amigos y esta vez con sobrinos de dos de 9 y una de 6. Disfrutado a tope
Una vez más nos agrado el buen trato de los-as trabajadores-as, siempre atentos y muy amables"
"830","Parque de atracciones muy divertido, lleno de atracciones, la época del año que más me gusta es en Halloween, me encanta, la casa del terror, los muchos trabajadores que hay todos disfrazados y todo el parque ambientado... Me encanta y estoy deseando ir por Halloween"
"831","A la altura de los mejores parques que he visitado. Si te gustan las montañas rusas aquí puedes flipar. Volveré."
"832","mucho tiempo de espera para montar en las atracciones, el escenario es muy bonito, pero tiene mucho comercial, mas tiendas q atracciones. Para pasar un dia y conocerlo pero no repetiria.."
"833","El mejor parque de espanya , i barrio sesamo disfrutamos mucho subiendo a todas las atracciones con el peque , lo recomiendo"
"834","Haces 1h de cola por atracción (cuando te dicen que es menos) cuando hay gente con el pase Exprés (que como todo es carísimo) que repite en la misma atracción por SÓLO 2 minutos de trayecto!

Fiestaventura lo retrasaron tanto que no lo pudimos ver...Más"
"835","Q vamos a decir de uno de los mejores parques de europa!!!!! Siempre q podemos vamos!!!! Tenemos suerte de tenerlo cerca"
"836","Injusto totalmente. En la entrada ya pagas por subirte a todas las atracciones (que no los regalan)...... una hora aqui otra media hora en la otra. Mientras los express se suben en tus mismisimos morros en 10 minutos. Si fuese pagar un plus por algunas...Más"
"837","La decoración es muy cuidada en cada rincón y hay atracciones para todas las edades. Tanto niños como adultos pueden pasarlo genial y montar en atracciones que realmente te dejan sin aliento. Recomiendo el pack que ofrecen al reservar un hotel allí, ya que entra...Más"
"838","Lo pasemos genial, si es cierto que te puedes llegar a dejar un pastizal,pero los niños ( yo fui con uno de 14 y otro de 9)se lo pasan en grande, merece la pena ir preparado y sacarse las pulseras para el pase rápido y...Más"
"839","Es un parque temático echo con mucha detalles .. esta bien organizado y puntuales con sus programaciones de espectáculos que , por cierto , son buenísimos y algunos muy divertidos ! Recomendables para todos !"
"840","El parque es muuuyyy bonito. La ambientación de las áreas temáticas es muy bonita. Lo peor es la pateada monumental que te das a pleno sol, en agosto se suda la gota de todos los colores. 😓😓. Opinaré de los 3 restaurantes que probé. La...Más"
"841","Día con amigos en Port Aventura Park... 
Para sacar las entradas estuvimos 45 minutos esperando a pleno sol y en pleno mes de agosto!! Un parque de las dimensiones e ingresos como es éste, debería plantearse la posibilidad de poner aspersores de agua para los...Más"
"842","Mi opinión es que es un parque bueno para ir con niños y pasar un buen día dependiendo de la época y el día que vayas, ya que el aforo por lo visto no existe y en temporada de gran afluencia puedes hacer colas de...Más"
"843","Primera visita al parque, con dos niños de 7 y 9 años. Muy recomendable tanto por la ambientación como por los espectáculos y las atracciones. Hay mucho y muy bueno tanto para niños como para adultos. Las atracciones son espectaculares y los espectáculos de muy...Más"
"844","El parque es bonito, me ha faltado puntos de información, donde entreguen mapas y expliquen el funcionamiento del fullpass para acceder a las atracciones. Recomiendo mínimo de 3 días para recorrerlo con comodidad"
"845","Las atracciones, la decoración y los espectáculos son geniales. Pero! La entrada no es barata, el parking 12 euros (si no pagas el vip, q es mas caro), no t dejan meter comida  (y dentro es cara) y la taquilla son 6 euros más. Lo...Más"
"846","Todo está pensado para sacar el dinero al turista. Es exagerado todo. Para colmo,o te sacas un pase prohibitivamente caro sin colas o esperas 1 hora por atracción. 
Si tienes mucho dinero, es tu sitio. Si estás corto de dinero, no vayas."
"847","Parque impresionante en cuanto atracciones... Y en cuanto a colas... Shambala, dragón Khan, huracán kondor, estampida, furious Baco, y otras que me dejó atrás hacen que la adrenalina se te ponga por las nubes, aunque dependiendo de la hora puedes estar hasta 120 minutos en...Más"
"848","El parque de.atracciones es increible una pasada. Si vais con niños pequeños os recomiendo alquilar el carrito es una buena opción. Os limita para algunas cosas pero os ahorra cargar con los niños si no llevais vuestro carro Lo peor los precios de la comida...Más"
"849","Que decir de este parque temático, bueno, pues mucho, para nosotros es la segunda vez y no nos ha defraudado tampoco esta veztanto las atracciones bien tematizadas, como los espectáculos impresionantes nos han parecido fantásticos. Como en todos los parques lo peor las grandes colas...Más"
"850","Todo perfecto como siempre,un buen sitio para pasar en familia,recomiendo visitarlo los fines de semana ya q esta mucho mas tranquilo."
"851","Sin duda el mejor parque de España!! Sin punto de comparacion con Warner d Madrid o Terra Mitica d Benidorm. Para pasar unos dias perfectos en familia! Un parque super cuidado, con grandes espectaculos tanto para adultos como para niños, atracciones increibles, se come mucho...Más"
"852","Es perfecto pasar el dia entero en atracciones y en espectaculos. Sitio recomendado para la familia o para ir con amigos"
"853","Pues hacia 6 años que no veniamos a port aventura y lo hemos pasado genial ya que nuestras hijas han crecido, una tiene 12 y la otra 14 y ahora ya pueden subir a todas las atracciones, la verdad es que nos a costado seguirles...Más"
"854","Hemos estado cuatro amigas desde las 10:30 de la mañana hasta la 01:30 de la madrugada, ya que justamente este fin de semana port aventura abría hasta las 3 de la mañana por ser fiesta flower power, hemos pasado un día fantástico hemos vuelto a...Más"
"855","Las atracciones son geniales y en general limpias, exceptuando las acuáticas, que el agua huele a cloaca. Los espectáculos sin duda maravillosos y las instalaciones del parque de ensueño. No le pongo 5 estrellas por una terrible ANÉCDOTA MACHISTA por parte de una trabajadora; estábamos...Más"
"856","Es lastimoso ver cómo algo tan bonito y selecto, que comenzó hace 20 años, ha degenerado tanto...
Saturado, con 2 horas de espera en las atracciones más interesantes,  y sino, tienes que pagar un suplemento de 33 euros para no hacer tantas colas...
Faltos de...Más"
"857","Nosotros fuimos el dia 31 de agosto, viernes. Cogimos una promoción de renfe con el parque, ahorrándonos el precio del billete desde Barcelona. Antes de todo destacar que el parque está ambientado al milímetro y, cuando cae el sol el parque adquiere un atractivo especial....Más"
"858","Las atracciones geniales, los restaurantes en horarios de comida españoles con mucha gente. Mejor ir en junio por tema temperaturas ya que nos hizo calor pero era llevadero. Si vas con niños muy pequeños la zona de barrio sésamo les encantará.
A mejorar algunas personas...Más"
"859","Me pareció súper divertido y me encantaron todas las atracciones  que es muy agradable pasar la estancia allí en familia estuve super bien con mi familia"
"860","Experiencia muy divertida. Recomiendo el fastpass porque los tiempos de espera pueden ser terribles. Si te gustan las montañas rusas te recomiendo Shambala. Es increible!!!"
"861","Es sin duda el mejor parque temático. Un montonazo de espectáculos increibles, limpieza total y diversión garantizada. 
Notas la sensación de disfrute en el ambiente de todo el mundo que está en él.

Aconsejo utilizar medio día para visitar Ferrari Land y día y medio...Más"
"862","Cada año tenemos que ir obligatoriamente a Portaventura, y de echo ya sacamos el pase anual, ya que compensa, porque vamos dos veranos con el pase, y todos los días que queramos, y así sale mejor de precio que la entrada, aún con promoción. Recomendable...Más"
"863","Que se puede decir de este parque que no sepamos ya , que esta muy bien que las atracciones valen la pena que pasas un muy buen dia que pateas pa arriba y pa bajo con ganas de ver y recorrer todo ,que las colas...Más"
"864","Muy buen parque de atracciones. Mi peque se lo ha pasado genial eso que fuimos en agosto y menudo calor y mucha gente.  Muchas atracciones para adultos y niños y buenos espectaculos sobre todo el Dance Revolution,increible. el personal super amable
volveremos pero no en...Más"
"865","Para mi es el mejor parque de atracciones del mundo. Voy cada año desde que lo abrieron y ha ido creciendo y evolucionando a mejor. Las atracciones son increíbles, los espectáculos buenísimos, el cuidado de las instalaciones inmejorable. Solo criticaría la comida, que es muy...Más"
"866","Parque de atraciones muy divertido, genial para pasar el dia con los niños.

Para los más pequeños hay el sesamo aventura que esta muy bien."
"867","Muy recomendable para todas las edades.
Atracciones en las que la adrenalina toma el papel principal (dragon khan,shambala,stampida,furious baco, huracan condor...), zona para los más peques, restaurantes y puestos para mantenerte con el estomago lleno, decoración muy currada...
También tienes hoteles,zona de aparcamiento...
Precios aprox.:...Más"
"868","Buen parque de atracciones pero con normas de las edades muy poco entendibles. Zona infantil en la que los niños que no tienen mínimo 1,10 no pueden montar en nada y si que pueden en la atracción silver River que es para adultos, que piden...Más"
"869","Tuvimos que comprar el pase exprés para montar en las atracciones, que por cierto, en un año a subido mas de 5€. 
El aparcamiento un timo. O compras el vip o te mandan al aparcamiento de ferrariland que tienes 10 minutos andando. 
Suelo ir todos...Más"
"870","He ido muchísimas veces. Me parece un parque estupendo con una oferta súper amplia, tanto de atracciones como de espectáculos. 
Es cierto que según qué fechas hay mucha gente y por tanto colas muy largas, pero teniendo en cuenta que el parque está abierto de...Más"
"871","Nos gustó mucho,  muy limpio,  bonito,  y casi sin cola para atracciones de niños pequeños.
 
Lo malo que muchas atracciones infantiles no empiezan hasta las 11 o las 12.  Están los pobres esperando sin poder subir a nada. Y no pone en ningún sitio los...Más"
"872","Un sitio ideal para pasar en familia el día. Las atracciones buenas, los espectáculos y show que hacen nos sorprendieron gratamente, excelentes todos y los vimos casi todos, sobre todo recomendamos el bang bang west!!. Espectacular!!. Si tuviera que señalar algo negativo serían las largas...Más"
"873","No me ha gustado nada. El. Pase express es una vergüenza. Eurodisney le da mil vueltas. Con la entrada tienes un pase express para las atracciones principales. Aquí solo buscan recaudar sin importarles los clientes normales que ya pagan un buen dinero por cada entrada....Más"
"874","Debería daros vergüenza, con lo que cuestan las entradas hagáis a la gente compras este pase para ahorrarse colas, pagar 49€ os parece poco? Deberían cerraros el parque por sinvergüenzas!!!"
"875","Nos ha encantado , repetiremos pero con el pase Express las colas a veces  son un poco pesadas. Tiene varias secciones temáticas ( mediterranea, poloneses, mexico... etc) vale la pena ir"
"876","Ahora entiendo lo de aventura... una auténtica aventura el conseguir hacer algo sin colas, cada año que pasa va a peor, sobresaturación de visitantes, no entienden de aforos, el único objetivo facturar y hacer caja. No está orientado para el disfrute, más bien diría para...Más"
"877","El mejor parque de atracciones sin duda de España, no hay tiempo para aburrirse, eso sí, ni se te ocurra ir sin la PortAventura expres, sin duda la mejor inversión que pude hacer, porque habían colas de hasta dos horas, con la pulsera el máximo...Más"
"878","Es un Gran parque con atracciones y espectáculos muy chulos, esta muy limpio y hay muchos servicios.  En contra hay que decir que es muy importante si no quieres hacer colas de varias horas, tendrás que comprar el pase rápido o usar la cola de...Más"
"879","Muy buena experiencia, aunque con dos días no visitemos los dos parques, recorridos muy largos si no utilizas el tren / barco interno.
Nos quedemos con las ganas de subir a un barco ya que siempre quedaba lleno.
Pero en resumen los niños de 3,...Más"
"880","Fuimos a pasar un día allí y la verdad es que no decepcionó. El sitio es espectacular y cada año mejora. Hacía varios años que no lo visitaba y me sorprendió gratamente la zona de sésamo aventura para los más pequeños aunque desde cierto que...Más"
"881","Las atracciones están bastante bien, pero el parque parece estar dedicado con preferencia a sacarte el dinero de todas las formas posibles.
Si no tienes el pase expres, las colas pueden llegar hasta las 2 horas y media o más, según los paneles anunciadores; en...Más"
"882","Parque de atracciones muy turistico en un fin de semana con muchísima gente. El parque sésamo de niños estaba a tope. Para disfrutar se debe ir todo el día e ir haciendo fila en los juegos que deseas ya q no da tiempo a todo....Más"
"883","Qué decir de éste importante parque, enorme, dificil de ver en un día, mínimo aconsejo dos para aprovechar los espectáculos, ya que entre la gran variedad y las colas de espera (como en todos los grandes parques) no lo aprecias si vas con poco tiempo....Más"
"884","Estuvimos desde lunes a jueves y la afluencia de personal y por tanto las colas van en aumento según pasan los días. Compramos el pase express para 10 atracciones a gastar cualquiera de los días y mereció mucho la pena pese al precio. El jueves...Más"
"885","Un gran parque de atracciones ,en donde niños y adultos encontraran mucho para pasarlo bien ,con espectáculos a toda hora y atracciones imponentes como la montaña rusa Shambala o Dragon Khan,"
"886","estuvimos hace una semana, estaba petado de gente, unas colas larguísimas, y eso del pase spress es lo peor, otra manera de sacar dinero, pero da muy mala imagen para el resto de personas que esperamos en la cola. 
la chica del maquillaje para los...Más"
"887","El parque como siempre una maravilla,  limpio a pesar de la gente que había,  unas zonas muy bien ambientadas pero... Diversión, calor y muchas colas en agosto,  si no se tiene la famosa pulserita,  puedes pasar mucho, pero mucho tiempo esperando para una atracción que...Más"
"888","Genial
Superdecorados de halloween
El personal estupendo en su papel
Vale la pena ir. Si os gusta el miedo. Por la noche corran un tramo de calle para la noche del terror."
"889","Sin duda es un buen parque de atracciones, lo malo es que en mi opinión los espectáculos no tienen nada que ver a la idea original del parque que consistían en espectáculos temáticos. La comida suele ser bastante cara por el producto que ofrecen y...Más"
"890","Es un parque de atracciones muy bonito,en el cual la diversión y el entretenimiento esta asegurado ya que las atracciones que tienen son muy buenas.Los lugares de comer y espectáculos están muy bien.Por sacar algo malo es que hay mucha gente pero claro es normal...Más"
"891","Muy buena,diversión, decoración,hoteles,atracciones,de los más grandes y mejores parkes,en Salou sitio estupendo apartado de la provincia"
"892","Acabamos de salir hoy y resulta que hay muchas cosas cerradas a primera hora y no es que te cueste menos la entrada por ser lunes.
Luego yo fuí hacer 14 años y todo genial hoy lo he encontrado todo descolorido y viejo, no tiene...Más"
"893","Un parque de atracciones que te transporta a otros países, para pequeños y grandes, un lugar precioso lleno de pequeños detalles que te hacen entrar dentro de su magia. Hemos ido muchas veces y nunca nos cansa, en navidad visita obligada,  nos encanta!!"
"894","El parque está muy bien a nivel de atracciones, aunque las colas son muy largas debido a que cada vez más gente paga el express haciendo que los que cogemos entrada normal pasemos muchas horas de pie (las piernas al final del día duelen). 

Deberían...Más"
"895","Los 40ºC de temperatura no nos impidieron subir a todas las montañas rusas. Fue super divertido! La mitad del grupo compró los pases por internet y la otra mitad compramos en puerta, la fila se hace eterna con el calor, pero habremos estado unos 40...Más"
"896","Puedes estar una semana y aún así querrías más.,con sus infinitas atracciones, espectáculos, desfiles.....realmente fantástico. Hay varios Hoteles para elegir y ya en el parque, restaurantes temáticos y muchos puestos de bebidas. Muy completo en ese aspecto. Lo aconsejable es ir con dos-tres días como...Más"
"897","Vale la pena pagar la entrada. Ahora bien, dependiendo de la época del año en que se visite haréis más cola que rato pasaréis en las atracciones. Así que recomiendo ir con el pase EXPRESS (pagas más sin hacer tanta cola enlas atracciones) o bien...Más"
"898","Recomiendo el parque por la gran cantidad de atracciones. El hotel donde nos hospedamos, Gold River, estaba muy bien. El buffet variado ybueno. Había además una fuente de agua gratuita. Quizás deberían poner más fuentes porque eran muchos huéspedes para una sola fuente. Por lo...Más"
"899","Ante todo diré que no soy muy fan de este tipo de atracciones. Pero conociendo algunas.. Èsta es un quiero y no puedo de Disney World."
"900","Solo teníamos un día para estar en Portaventura, así que decidimos aprovecharlo al máximo y evitar colas en lo posible. Compramos las entradas por internet, lo que  nos ahorro tiempo en las taquilas. Además las sacamos con puntos Travel Club, y eso nos facilitó comprar...Más"
"901","Si teneis ganas de ir, la única manera de no perder todo el dia haciendo colas es comprando el pase express!!"
"902","Prepara la cartera! No es solo la entrada, que en el dos por uno parece hasta             "" barato""....dos adultos y dos niñas, que no montan en las atracciones catalogadas de ""fuertes""
Nada más entrar otros 12 euros por coche, la comida, y la bebida, calidad...Más"
"903","Hemos disfrutado de los espectáculos y las atracciones menos fuertes. Un 10 a los que hacen los espectáculos. Es una paliza pero merece la pena conkcerlo"
"904","Fantástico para niños y mayores, está todo super bien organizado los espectaculos muy buena puesta en escena, la comida y la bebida algo cara pero es algo lo típico en  estos parques de atracciones, en agosto las colas son lo peor del parque sin duda...Más"
"905","El parque está muy bien ambientado y las atracciones dedicadas al público familiar están bien pero tampoco nada espectaculares ni novedosas. 
El espectáculo de clausura sí me pareció muy bueno. 
La limpieza y mantenimiento de las instalaciones, mejorable. 
Mi puntuación se debe a la mala...Más"
"906","He pasado unos días en Port Aventura y Ferrari Land con mis dos hijos y mi mujer y , ciertamente, los parques están bien, especialmente el primero. Ferrari Land no deja de ser, por el momento, un complemento de aquel más que una oferta autónoma...Más"
"907","parque de atracciones bien ubicado y con muchas opciones, necesitas dos días para poder disfrutarlo y es cuando el presupuesto se dispara, todo ello por las colas interminables de todas las atracciones, y la gran extensión de terreno que ocupa."
"908","EXPECTACULAR. 

OJO : (Merece la pena pagar el EXPRESS.)

Impresionante.....!!!!!

Volveremos...... Gracias Portaventura, el resto de parques de mundo no tiene mada que envidiar....."
"909","Es inevitable no ir a Port Aventura si pasas unos días en Salou. Pero en un día de calor se llena, hay que hacer largas colas, los precios son delictivos y no lo pudimos disfrutar como quisiéramos, a pesar de entrar dos días. Recomendable organizarse...Más"
"910","Esta era la primera vez que visitaba PortAventura y la verdad es que me ha dejado diferentes contrastes en cuanto a mi opinión.

Como parque de atracciones es  espectacular. Cuenta con una gran variedad de ""zonas""  todas perfectamente ambientadas (China, México, Far West...) y cohesionas...Más"
"911","Hemos estado unos días en el parque este mes de Agosto y hemos disfrutado muchísimo con las atracciones.
Llevábamos el pase express y nos ha permitido ahorrarnos horas de cola, ya que las atracciones más chulas estaban muy concurridas.
La altura de los niños  para...Más"
"912","A Port Aventura he ido con mis alumnos (soy profe), con amigos, con familia, en día normal y en fin de semana. Nunca falla porque siempre es lo mismo: comida cara dentro, si coges alguna oferta buena te puede salir bien de precio y parking...Más"
"913","Llegamos al parque sobre las 11 y nos encontramos con un gran atasco ya solo en la entrada al parking (12€ turismo) y, lo peor, más de una hora en taquilla bajo un sol abrasador, sin sombra, con el desmayo incluido de una chica que...Más"
"914","Visita fallida
Después de 2 años sin visitar Port Aventura, nos decidimos a pasar un día en el parque con la familia. 
Todo empezó mal, cuando no te dejan sacar entradas anticipadas si vienes con un descuento de Caixabank, y te tienes que chupar más...Más"
"915","Hoy después de dos años .he vuelto al parque y me he decepcionado no es el paque que he visitado en anteriores veces ...muy mala organización colas muy largas casi  sin personal para organizar ..lavabos sucios .espectáculos cerrados por la mañana y algunos los jueves...Más"
"916","Como siempre genial es un sitio donde pueden divertirse personas de todas las edades fuimos con mis sobrinas de 2 años y 6 años y genial se lo pasaron muy bien tanto ellas como nosotros."
"917","Hacía años que no acudía a port aventura,  mi primera vez fue el año inaugural,  motivo por el que lamento tener que hacer este comentario negativo,  pero todavía lamento más haber manchado mi recuerdo de la niñez. 

Para empezar el lugar se ha convertido en...Más"
"918","super caro   33€ con descuentos cocacola ( -20€) ,  sino 55€ entrada a pelo port aventura y ferrari land

con expres, otros 53€ para entrar preferente (de 20 minutos a 2 horas por atraccion)

comida pesima, cara y pocas opciones.
calor a montones, poca sombra,...Más"
"919","Buen parque de atracciones. Amplia oferta de atracciones/espectáculos para niños. Variedad de tarifas/promociones. Precios especiales en la noche blanca 1 día al mes de 18:00 a 03:00 normalmente para fin de mes."
"920","Como parque;espectacular,variedad de escenarios bien construidos y cohesionados,genial inmersión en cada tema.Las atracciones impresionantes y divertidas causando impacto algunas.

El problema las colas,que en algunos casos superan las 3 horas...De tal forma que,si quereis aprovechar el día en el parque esta casi obligado a pagar...Más"
"921","Port Aventura,como todos los parques de atracciones es un sitio en el que vas a pasártelo bien,sin muchos miramientos.Las únicas “quejas” son la falta de fuentes para poder beber durante las caminatas de atracción en atracción,sumado al precio algo excesivo de las bebidas en los...Más"
"922","En general las atracciones me parecieron glosas para la expectativa creada, de los espectáculos solo merecían la pena el de Revolution (y no por los “cantantes”, si no por la puesta en escena), y el de Noches de Fuego en Tahití, el resto... bastante flojos...Más"
"923","Somos 2 amigos treinteañeros que somos peores que los niños pequeños... nos encantan los parques de atracciones. Nosotros no hicimos cola para entrar ( compramos las entradas por internet y las imprimimos en casa... eso nos ahorro 1 hora de cola solo para entrar). Lo...Más"
"924","Todo bien, excepto las colas para ciertas atracciones que son eternas. Vale la pena visitar este parque temático, uno de los mejores que conozco.  Solo tuve una mala experiencia con la chica de atención al visitante que estaba en el Ferrari Land el sábado 18...Más"
"925","Estuvimos 2 días completos en Port Aventura y Ferrari Land. El parque ya lo conociamos y salvo por las enormes colas, que serían  menores si el pase Express no fuese un atraco, Port Aventura es un buen  lugar. Ferrari Land mas pequeño pero con mas...Más"
"926","Llevo visitando este parque de atracciones desde hace años. Siempre había advertido cierta desorganización en parking y accesos pero este año ya han desbordado todas mis peores previsiones. Parking vip lleno pero nadie avisa en la entrada, teletac q no funciona, 2 personas en la...Más"
"927","Si quueres adrenalina pura, sube al Shambhala, dragón Khan y al huracán Cóndor.Como espectáculos un 10 para Dance Revolution 2,después Bang Bang West y el templo de fuego.Comimos buffet,en el restaurante Marco Polo,muy bien.El personal,amable y servicial.Se puede aparcar fuera del parking de pago.No perderse...Más"
"928","Vivimos en Tarragona y tenemos un niño pequeño, es un parque recomendable para el que viene como turista porque está muy bien ambientado y tiene todo tipo de atracciones, sobretodo shambala, furious baco y dragon khan, indispensables si vas al parque. 
Si vas con niños...Más"
"929","Un lugar emblemático y de gran interés para las familias con niños. Es accesible en tren y en coche desde Barcelona para visitar en 1 día. Tiene una oferta hotelera excesivamente cara y totalmente prescindible. 
Las atracciones son fabulosas, aún mejor con menos gente en...Más"
"930","Un lugar fabuloso. Para todas las edades. Ideal para disfrutar de atracciones bestiales, pero también espectáculos fabulosos. Sesamo Aventura para los más pequeños es ideal. La ambientación muy acertada, solo pasear por el parque ya vale la pena."
"931","Nosotros solemos ir cada año...nos gustan las emociones fuertes,pero está claro,que si no compras la pulsera exprés hace unas colas impresionantes.
Este año no la compramos y hasta 3 horas de cola hicimos en un sitio.
Demasiada gente en agosto, pero super divertido."
"932","Venden mas entradas de las que pueden atender. Preparate para gastar varias horas de colas. Ambientacion bonita, atracciones chulas, sitios para comprar cosas caras o hacer cosas pagando y colas, muchas colas"
"933","Port aventura es una visita obligada, a quien le guste pasar el dia montandose en atracciones, se lo pasara pipa, tanto niños como adultos! Puedes visitarlo en epoca de verano que tiene atracciones de agua, en epoca de navidades que esta decorado chulisimo y en...Más"
"934","Este año hemos vuelto a ir y como siempre es perfecto. Las atracciones perfectas como siempre, el trato buenísimo y esta vez, debido a la multitud de gente que hay en agosto, nos compramos la entrada Pas Express y nos facilitó muchísimo el día, pudimos...Más"
"935","Muy divertido la temática increíble el único inconveniente es las colas de 1 h asta 2:30 h que se llegan a formar si venís en verano haceros a la idea que cojer  el pase express s si vale 53 € mas +la entrada es caro...Más"
"936","Este verano hemos ido otra vez a Port Aventura, y se puede resumir como el título, como siempre, buenas atracciones y muchas colas.
Hemos utilizado el parking de autocaravanas, y está muy bien, te permite estar cerca, evitar la entrada principal, y una cierta autonomía,...Más"
"937","Salvo las colas con las que cuentas al inicio me sigue pareciendo muy buen lugar. Mejor que Eurodisney. Muchas atracciones, buenas recreaciones, excelentes espectáculos...
La comida y bebida es cara por lo que es mejor llevar algo de fuera.
Las atracciones de agua vienen muy...Más"
"938","El parque va mejorando año a año. Es ideal tanto para niños pequeños como para adolescentes, se ajusta a cualquier edad."
"939","Port aventura es genial. Es enorme y tiene muy buenas atracciones para cualquier edad. Recomiendo ir fuera de la temporada de vacaciones de la gente porque sino las colas son horribles y al final sólo te subes en 4 o 5 atracciones. 
Ahora bien a...Más"
"940","Este es el cuarto año seguido que vamos la familia a port Aventura en las mismas fechas de agosto. Gente hay a mansalva, pero no es novedad en agosto. Te tienes que comprar el pase express si quieres aprovechar las atracciones. Pero eso es lo...Más"
"941","Experiencia genial para ir con niños. Parque actualizado y con muchas opciones de ocio. Totalmente recomendable"
"942","Sensación agridulce, después tener bastante experiencia en parques temáticos en otros países llegó a la conclusión de q Port Aventura es un auténtico saca cuartos, ni una fuente ni chorro donde poder beber agua, (hasta en en euro Disney los hay), los precios de las...Más"
"943","Hace años que no había ido y con la nueva apertura de Ferrari tuve la excusa perfecta. 

El parque ha ido creciendo con nuevas zonas, hoteles, etc. Y se ha convertido en un resort espectacular para el ocio familiar. Merece la pena invertir mínimo un...Más"
"944","Hemos estado 3 días en portaventura. Hemos sufrido la mala suerte de inclemencias metereologicas y en este caso cierran TODAS las atracciones, una faena. 
Los clientes tienen opción de comprar pulseras de pase expres. Entiendo que son caras y que tienen prioridades. Pero deberían llevar...Más"
"945","Todo empezó ya mal cuando íbamos a comprar a primera hora se la mañana, sobre las 9:30, las entradas al parque. Nosotros queríamos una entrada combinada con Ferrari Land, ya que queríamos probar la atracción estrella y una de las principales razones para ir al...Más"
"946","Realmente es una vergüenza. El precio que se paga es altísimo para un parque abarrotado. Las colas son de más de una hora y no están bien informados los tiempos de espera. Estos parques deberían tener un cupo o bien modificar los juegos para reducir...Más"
"947","Fuimos para Halloween y estaba abarrotado. Sólo subimos en 3 atracciones de las colas que había. No me gustó que haya la opción de ir  con cochecitos motorizados para moverse por el parque"
"948","El parque es genial.la comida bastante cara
El fast pass una lata.si tienes niños pequeños que no pueden subir a atracciones fuertes no te sale a cuenta y te tienes que chupar unas colas interminables
Propongo un fastpass para niños"
"949","Está muy bien para pasar un día divertido con la familia o los amigos. Lo malo son las colas para subir a las atracciones. Imprescindible el pase vip para hacer menos cola pero el precio es muy alto."
"950","Es un parque bonito y muy bien ambientado con atracciones muy buenas pero....las colas son interminables y el precio no es barato para esperar tanto. Si quieres hacer menos colas tienes que pagar más y me parece excesivo. Las atracciones como el furius baco son...Más"
"951","Hace muchos años que visitamos portaventura, habia estado hasta cinco días en uno de los hoteles y super bien.
Este año he ido con mi familia y .., o cojes con la entrada la tarjeta expres(atracciones limitadas), expres gold (atraccionss ilimitadas), o (añadiendo 5€ pasas...Más"
"952","Una vueltecita más y volveremos más veces

La verdad es que merece la pena, pero para ""obligarnos"" a ir una vez al año, deben actualizarse

Aún así, guay"
"953","Hemos estado en Portaventura con dos niños de 10 y 13 años. A nivel de atracciones el parque es genial pero económicamente és un timo. Con el precio de la entrada tienes derecho a entrar en todas las atracciones, excepto las de pago como la...Más"
"954","He acudido hoy (viernes 17 de agosto) al parque Portaventura park, he comprado el pase express, y apenas he podido montarme en 2 atracciones debido a las condiciones meteorológicas. Cuando pensaba que el día había mejorado a la hora de comer, ha empezado a llover...Más"
"955","Perfecto para toda la familia. Han mejorado mucho las colas para las atracciones...buen trabajo!!
Si puedes ir fuera de los meses de Julio y Agosto la experiencia será insuperable."
"956","He estado en varios parques tematicos en España y este parque es la mejor, sin duda!
Esta muy bien ambientado y cuenta con atracciones tematicas de culturas exoticas.
Ideal para niños y grandes.
Al menos necesitas 2 dias para poder disfrutar bien del parque, pero...Más"
"957","Ayer visitamos la nueva atracción de la casa de WOODY. Totalmente decepcionante, más de media hora de cola, los grupos que entraban igual eran de 14 personas que de 7 personas. Una vez dentro una casita con 3 estancias que te explican mal y rápido,...Más"
"958","Si les gusta pasar tiempo en buena compania  y adrenalina, esto es el sitio donde encontrara al maximo de todo.100%quedara en la lista de lugares favoritos para visitar.no hace falta ser valiente i subir en todo,tambien se puede pasear y disfrutar de espectalulares espectaculos."
"959","Que cracks son en port aventura, una buena cartera con dinerito y montas en lo que quieras sin esperar, casi dos horas llevo para montar en una atracción, como no compré pulsera pues me como dos horas de fila, esto es vergonzoso, claro está siempre...Más"
"960","Muy bien el día que fuimos,pero un poco lento para poder subir a las atracciones,deberían de poner precios más asequibles en las comidas por que después des dineral que se deja una solo para las entradas tendrían que haber más facilidades para estar allí y...Más"
