"","textoComentario"
"762","Vale mucho la pena , lástima saturación turistas , el precio de la entrada es un poco alto pero merece la pena pagarlo"
"763","No estás acostumbrado a que un lugar como este sea inaccesible, pues así los sucedió, nos confiamos y lo dejamos al final, sin tomar la precaución de comprar las entradas en Internet, pues llegamos y no había entradas para los siguientes dos días y por...Más"
"764","Tuve la oportunidad de entrar 2 veces y una de ellas ascender a las torres. Es increible!
Además este año tuev la oportunidad de vivir casi 2 meses a la vuelta, y pasar cada día por delate de ella es algo tremendo! Lo recomiendo 100...Más"
"765","Increíble belleza arquitectónica y religiosa. Imperdible!!!
Hay que sacar las entradas con mucho tiempo de anticipación."
"766","Pese a la cantidad de gente que la visita y que lo hicimos bajo una lluvia torrencial la experiencia fue muy enriquecedora"
"767","Una visita imperdible. Haber contratado un guía se torna indispensable para aprovechar al máximo el conocimiento de esta obra arquitectónica!"
"768","A cauda del viento no pudimos subir a las torres, pero lo que hay dentro de la basílica es alucinante. Los audios son muy descriptivos y acertados
La mejor hora es ir por la tarde, sobretodo que aún haya rayos de sol porque se filtran...Más"
"769","Realmente una obra espectacular y con diferentes significados en las columnas de las entradas a la Basílica de entre otros detalles."
"770","Soy residente de una ciudad cercana, Badalona, y nunca me habia dado por ir a ver la Sagrada Familia, ya que la gente tiende a acostumbrarse o hacer normal lo que tiene a su alrededor, sin embargo pensé en porque no, y en porque no...Más"
"771","Un lugar mágico. Una visita imperdible para quien viene a Barcelona. 
Si vistas en verano comprar la entrada con antelación para evitar las colas que suelen ser muy grandes"
"772","una gran experiencia lo malo las colas merece la pena.no se lo pueden perder es unica e irrepetible animense"
"773","Vale la pena contratar un guía para realizar esta visita, hay tantísimos detalles arquitectónicos y artísticos, que sin sus explicaciones es imposible descubrirlos.
También te ahorrarás colas.Sin duda un templo excepcional en Barcelona."
"774","Preciosa, vale la pena acercarse a observar esta maravilla de la la arquitectura realizada por un visionario"
"775","Solo puedo decir que cuando entras, te das cuenta de lo pequeño que es el hombre frente a esta obra de Gaudí. Vale la pena hacer cola para entrar."
"776","Estar dentro de la basílica es como entrar en un bosque encantado..los vitrales de colores .. de un lado tonos amarillos y naranjas y del otro verdes y azules hacen una escena cinematográfica segun se mueve el sol fuera ..las columnas y los techos parece...Más"
"777","Se trata de una impresionante e increíble obra de arquitectura moderna iniciada a finales del siglo XIX.  Innovación y creatividad a raudales.

Si realmente te interesa el edificio, su historia y la del arquitecto Antoni Gaudí, muy importante escoger visita guiada.  

No olvides la cámara,...Más"
"778","Monumento único en el mundo. Imprescindible verlo sí visitas Barcelona. Lástima que aún no esté terminado,pero aún así no desmerece una visita."
"779","Experiencia única de este domingo de Ramos , teníamos espacio reservado para toda la familia y fue una bonita misa en varios idiomas"
"780","No se puede dejar de visitar este bello lugar, deberías ver y escuchar su historia con los audífonos así aprenderás mucho más"
"781","Todos loa familiares salieron con la misma sensación que les había sorprendido y que valía la pena visitar la Sagrada Familia. Es imprescindible llevar audioguia o guia para que te explique cada zona y el porqué. Y la Torre que visité fue la pasión. Recomiendo...Más"
"782","Obra majestuosa en la ciudad de barcelona.. que belleza despliega esta gran obra.. es un placer poder disfrutarla a diario"
"783","Simplemente perfecto......espectacular las explicaciones y el lugar...muy aconsejable.
He visto espectaculos mas caros y sin tanto interes."
"784","Salimos del metro y te encuentras con semejante monumento tan majestuoso,  el arte gótico, definitivamente no se puede perder su visita."
"785","Si estas en  Barcelona  no puedes no visitarla  te conviene ya ir con las entradas  para evitar grandes filas, esta todo muy organizado.Es un lugar majestuoso"
"786","Maravillosa combinación de formas, luces y colores. Impactan las esculturas. Imperdible visita por esta obra todavía inconclusa"
"787","La Sagrada familia es una obra de ARTE, con mayúsculas. Aunque fué iniciada como un templo expiatorio, sin más connotaciones religiosas, la Iglesia católica se ha adueñado de su rentabilidad, pese a que las contribuciones de particulares y entidades oficiales, son las que sustentan su...Más"
"788","Una verdadera obra de arte , que merece ser vista ,icono de Barcelona obra Maestra de Gaudi.Todavia en construccion 
igualmente impresiona el tamaño los detalles , en una zona centrica de Barcelona , en resumen merece ser visitada."
"789","Nos encantó! Vivimos relativamente cerca y no habíamos estado nunca, tiene muchísima afluencia de turismo"
"790","Simplemente hermosa, cada detalle está pensado, tomen el tour con audífonos ayuda mucho a comprender cada cara de esta hermosa construcción."
"791","No soy católica, pero me impresionó ver la arquitectura y las vidrieras de la basílica. Las vistas desde las torres deben ser espectaculares"
"792","No visitar esta basílica visitando Barcelona es dejar de ver una obra de arte de un gran genio catalán y sobre todo visitar el interior"
"793","Muy bello lugar, mágico y extravagante. Al estar en continua evolución, siempre hay algo nuevo para ver conocer en cada visita que se hace. Muy recomendable si están de turismo en Barcelona"
"794","Vale la pena absolutamente la visita para lo que uno va a encontrar dentro justifica ampliamente pagar la entrada. Uno puede pasar todo el día y siempre encontrará algo que no ha visto."
"795","Vale la pena pagar la entrada, porque las columnas parecen realmente un bosque, y se siente desde dentro la grandiosidad de la obra exterior."
"796","Me impactó cuando la vi mientras salia  del metro. Y aún más cuando ingrese. Las fotos no muestran nada a comparación a lo q uno ve personalmente. Es muy recomendable visitarla. Hacer el recorrido con audio guia y auriculares mejora la experiencia. Te hace ver...Más"
"797","Un lugar mágico, donde el tiempo se para  admirando la obra maestra de Gaudí, realmente una maravilla"
"798","No te pierdas esta maravilla de obra, que sigue inacabada pero se construye sin pausa. Recomiendo subir a las torres andando pero sino en ascensor, es una perspectiva nueva."
"799","A ver si la acaban algun dia pero la verdad es que es preciosa por fuera y por dentro. Mucha gente pero vale la pena verla.. Lo recomiendo"
"800","Pensamos volver en el 2026 cuando esté terminada. La visión de Gaudi asombra.

No pueden perderse esta obra"
"801","Estuve con unos familiares y realmente fue una gran experiencia.
La luz que entra por las vidrieras si el día es soleado es maravillosa..pone la piel de gallina por su belleza."
"802","Impresionante documento, para admirar y disfrutar. Lo único malo es que está tan masificado que no se puede disfrutar."
"803","No has ido a Barcelona si no visitas la Basílica La Sagrada Familia, es una preciosura con hermosos detalles y todo con un significado basado en las Sagradas Escrituras!! Lo recomiendo totalmente!!"
"804","Es algo más que espectacular obra maravillosa para ver por su encanto y su luminosidad lo recomiendo a todos a visitar"
"805","Basílica imprescindible de visitar si vas a Barcelona. Impresionante tanto por fuera como por dentro. Recomiendo comprar las entradas de forma anticipada ya que evitas colas o el que no hay ese día"
"806","Si estás en Barcelona no te la podes perder.  Y además vale la pena pagar con guía para que vaya explicando. Lo que no pagaría es la subida a las torres, como sigue en construcción sólo se sube a una parte y no se puede...Más"
"807","Va demasiada gente, es mejor reservar la entrada con tiempo, las mejores tomas se hacen desde las esquinas donde hay menso gente.
El bus turístico es muy buena opción para llegar, puesto que uno lo paga para dos días y puede uno bajarse y subirse...Más"
"808","Una verdadera obra de arte, un imperdible si vas a Barcelona, la mayor obra arquitectónica hecha Por el genio de Gaudí y aunque está aún en “obra” vale cada centavo que pagas para verla, no vayas sin haber comprado tus boletos en la página de...Más"
"809","Es la segunda vez que voy y está cambiada , algo mejorada por fuera! Por dentro es lo MÁXIMO, tan único, tan original, creativo y bonito!! No se puede decir nada más que es imprescindible ir y entrar. Llegando en hora no encontramos el más...Más"
"810","A pesar de tantos visitantes ,la magia y belleza del lugar llama a la reflexión ,la admiración por esta obra de titanes que demuestra la profunda religiosidad de su creador"
"811","A ver si la terminan de una vez, imposible sacar una foto sin un andamio. Una pena porque el monumento es espectacular."
"812","De esos lugares que hay que visitar obligatoriamente si se viaja a Cataluña. Mucha gente, pero vale la oena."
"813","Me encantó, lo recomiendo 100%, pero durante todo el año hay filas y filas de turistas. Viví 2 veces en Barcelona y estudiaba cerca, estuve el 2006-2007 y el 2010-2011."
"814","Una de las grandes creaciones por el hombre, su escultura tan imponente, se divisa desde lo lejos, al llegar a sus alrededores tu experiencia se va transformando, es como estar en el paraíso. Recomiendo visitarlo, les encantará"
"815","Nunca me llamó la atención esta construcción pero al estar en Barcelona es una visita obligada.  Por fuera su estilo no me causa tanta admiración pero al entrar parece una construcción hecha por extraterrestres pues es una iglesia totalmente fuera de lo común.  Hermosamente iluminada...Más"
"816","Hermosa, impactante, soberbia, bellísima.
Es el faro que ilumina la ciudad con su presencia. Imperdible."
"817","Vaya. Vale la pena. La entrada incluye audioguía que le explica todo para aprovecharlo bien. Por un extra puede subir a alguna de las torres. Es bonito. Se ve Barcelona desde arriba. Si lleva mochila grande o equipaje lleve monedas para lockers. Reserve con tiempo...Más"
"818","Ya no sólo arquitectónicamente, el entrar dentro de este edificio no puede dejar indiferente a nadie. La luz, sólo disfrutar de la luz que hay dentro... No hace falta más."
"819","Maravilla de lugar!!! He llorado al entrar !!!!!  Amo a Gaudí !!! Que ser ... que cabeza, visitarlo te llevará a un lugar maravilloso del ser humano"
"820","Conocer la sagrada familia es más que ir a una iglesia, es un viaje a una forma de pensar y descubrir mucho mas de lo que puedes ver."
"821","Ni más ni menos, masificación salvaje....a evitar si es posible el monumento es una pasada pero los chiringuitos de la zona y la cantidad de choricillos es un tremendo agujero negro"
"822","Una de las maravillas de la hum,anidad. Imponente las veas desde donde la veas. Ciertamente es recomendable reservar la entrada por internet para evitar las colas interminables. Más que recomendable"
"823","Sin palabras, una maravilla arquitectónica, una construcción q impresiona y q es necesario visitar y admirar.
El interior es aún más impresionante q su exterior ... simplemente maravillosa"
"824","Es impresionante la arquitectura de esta basílica. Para cualquier persona resulta asombroso. Te deja boquiabierto. No es necesario ser conocedor. Solo deseas recostarte en el suelo para admirarla."
"825","BASILICA DE LA SAGRADA FAMILIA BARCELONA
El Templo Expiatorio de la Sagrada Familia, conocido simplemente como la Sagrada Familia, es una basílica católica de Barcelona, diseñada por el arquitecto Antoni Gaudí. Iniciada en 1882, todavía está en construcción y no se sabe cuando se acabará....Más"
"826","No tuvimos la oportunidad de conocerla por dentro. Pero es una belleza por fuera , también encontrarán recuerdos para llevar y como tip si van varios días , desde el primer día compren boleto para poder conocer la sagrada familia por dentro ya que la...Más"
"827","Subyuga al  verla, su altura y detalles, La Sagrada Familia abre al público entre las 9:00 y las 18:00 en invierno y entre las 9:00 y las 20:00 en verano."
"828","Es un recorrido obligado ya que es un lugar precioso y digno de admirar, recomiendo que contraten a un guía turístico para entender a profundidad."
"829","Si no has visitado la Sagrada Familia y estás en Barcelona, estás perdiendo el tiempo. Disfrutar de esa arquitectura haciéndote una idea de cómo fue Gaudí capaz de diseñar y proponer semejante obra de arte tiene que ser visitado y disfrutado."
"830","Imaginen que están en un museo viendo un cuadro de Van Gogh. Una genialidad? Bueno, ahora imaginen que están adentro del cuadro. Esa fue mi experiencia. Me sentí adentro de una obra de arte. No lo podía creer. Es una obra maestra.  Audio guía SI...Más"
"831","El lugar es hermoso y cada detalle es una sorpresa. Aconsejo comprar las entradas en línea por adelantado, más si quiere subir a las Torres de Nacimiento o de la Pasión, ya que no siempre hay espacio disponible. Además recomiendo la audio guía si quiere...Más"
"832","Me habían hablado mucho de esta Basílica única en el mundo, pero nada se compara con visitarla en persona. Es una obra impactante y grandiosa. Las audioguías  son de gran ayuda, así como toda la información que se encuentra en el museo en el sótano...Más"
"833","Tuve la oportunidad de visitar Barcelona en mis vacaciones y mi panorama principal fue la basílica. 
Realmente me maravilló mucho más de lo que esperaba, hasta las lagrimas. 
Sin duda volveré!"
"834","Fue una visita maravillosa, el acceso fue muy sencillo y la audio guía fue un valor agregado muy importante, nos ayudó a comprender claramente todos los aspectos de esta Catedral"
"835","Muy recomendable. Una de las mejores catedrales que hemos visto nunca. REalmente deja sin palabras.!!"
"836","Sin duda es un lugar mágico e impresionante, miles de iglesias por Europa y al final todas terminan siendo más o menos iguales.
La sagrada familia se sale del molde de lo convencional. 
Recomiendo ir un día soleado, la iglesia tiene muchos vitrales por dentro...Más"
"837","Llegamos a la sagrada familia por nuestra cuenta, en bus. Compramos la entrada online con audioguia incluida. Desde el inicio del recorrido la auditoria cuenta a la perfección cada detalle de la construcción y el porque de cada uno, sin importar la religión de quién...Más"
"838","Si van a Barcelona, seguro que es una de las cosas para no perdérsela. Maravillosa desde afuera, pero sobretodo el interno."
"839","Es una edificación Dedicada a la gran familia  que cuenta con una gran arquitectura que está pensada 
Y Diseñada por antonio Gaudi quien buscaba dejar en sus edificaciones un toque pensando en su observancia en la naturaleza.

La edificación es una iglesia que cuenta con...Más"
"840","Me parecio una experiencia maravillosa ver como entra la luz por los vitrales y huecos de las torres.  Un lugar magico que he visitado varias veces y siempre descubo nuevos espacios y nuervas sensaciones"
"841","Una obra arquitectónica única en su estilo. La firma de Gaudí se ve en cada rincón, la audio guia ayuda a entender y conocer más 
Aún esta en construcción por lo que las gruas hacen que las fotos del exterior no sean del todo perfectas"
"842","Visita muy bien organizada por parte de l@s monitor@s y adaptada a los adolescentes.
La basílica es una auténtica maravilla arquitectónica que te sorprende al máximo nivel. Sin duda un pieza única en todo el mundo no comparable con ninguna otra catedral."
"843","una verdadera obra de arte , de obligada visita al visitar la ciudad de barcelona , una increible obra maestra"
"844","Sin palabras. Una obra de arte. Después de a ver ido muchas veces a Barcelona, por fin e visto algo ke me a dejado sin palabras. Se tiene que ver"
"845","Obra maestra de Gaudí y sin terminar largas  colas y mu horas para entrar. Cara la entrada. No quiero escribir más. Porque todo el mundo lo conoce. Ya está bien."
"846","Una obra magnífica digna de ser visitada y admirada.
Fuimos a la visita y estuvo perfecta!! Uno sale de allí maravillado. Realmente vale la pena, la audioguía es buena con muchos detalles y explicaciones que enriquecen la belleza de la basílica.
Al día próximo (domingo)...Más"
"847","La única pena es saber si llegaremos a. Ver esta maravilla sin las gruas de fondo,obra brillante y emblema de la ciudad"
"848","Me encanto! Hicimos la visita guiada Headout ! La recomiendo! Muy bien explicado por Rocio. Muy amena"
"849","Detalles preciosos, de día pueden verse los detalles, sin embargo he ido varias veces y mi favorita sin dudas es pasar también por la noche. Iluminada es espectacular."
"850","Me parecio un lugar unico. Emocionante. Todo muy organizado pero como catolico es horrible q la unica forma de conocer una iglesia es solo con plata. Mas q una iglesia esvun museo no creo que sea una iglesia desde la vision catolica . De lo...Más"
"851","Cada vez me maravilloso más de lo que es, siempre hay algo para descubrir ...prestar atención siempre y detenerse en cada detalle"
"852","Siempre se supera, hace diez años que fuimos y nos encanto de nuevo!esta vez conbun guia con mucha informacion! Gracias"
"853","Impresionante, arquitectura espectacular. En negativo, mucha concentración de visitantes, pero merece la pena"
"854","La Barcelona sin Gaudi hubiera sido un desastre. Toda Barcelona debe vivir gracias a las obras de Gaudi. Y la Sagrada Familia es el mejor. Pero es muy caro y complicado su ingreso. Compren si o si anticipadamente."
"855","Realmente es una obra maestra de la arquitectura , aún sin ser cristiano quedé sorprendido por lo hermoso de la basílica y realmente vale pagar por la entrada y la audioguía. Las entradas solo se pueden sacar online (hay que sacarlas con tiempo )y la...Más"
"856","Sin duda obra maestra imprescindible. Enorme cantidad de visitantes, a las 12:00 de la mañana ya no había entradas para ese día y eso que era lunes laborable. Planificar con antelación. Fácil comer en los alrededores."
"857","Obra de arte hecho iglesia. Increible. Ir por la tarde con la puesta de sol, ya que los vitreaux muestran una luz hermosa"
"858","Fijense en los dias de servicio, los domignos principalmente que la gente en la fila tiene entradas gratis y les pueden dar. De esa forma se ahorran la entrada y pueden ver como es una misa en semejante iglesia."
"859","Impresionante la Basilica en su construcción  e historia, vale la pena tomarse buen tiempo en disfrutar cada vista de este grandioso lugar, muy bien organizada los accesos y el orden de los turistas.  La visita a las Torres también  vale la pena, solo la bajada...Más"
"860","Es una atracción de feria. No es una iglesia sino una aberración, una tumba un tanto exagerada. Un precio exorbitante para lo que es y encima te dicen que van a acabar la obra gracias a las donaciones de los visitantes. Qué va! No hay...Más"
"861","Me encanto, no tengo palabras para describirlo. El único consejo que les doy es ir con paciencia ya que va mucha gente, asi que van a tener una gran fila. Por ultimo eviten comprar cosas en los al rededores de la iglesia ya que tienen...Más"
"862","Para entrar a la basílica puedes reservar el mismo, pero si quieres subir a las torres debes reservar por lo menos con una semana de anticipación a través de la página oficial de la basílica. El tour vale la pena y le recomiendo la audio...Más"
"863","Se dice que las fotos valen más que las palabras pero yo opinaría que se quedan cortas. Aunque todavía no está terminada la fachada, el recinto es increíblemente espectacular. El solo hecho de entrar y mirar alrededor hace querer quedarse a contemplar cada espacio. La...Más"
"864","La visita a la Basílica de la Sagrada Familia debe ser un sitio obligado en tu paso por Barcelona. La primera recomendación es tener el fast track ya que si no llegas temprano las filas pueden ser muy largas. Una vez adentro tienes las audio...Más"
"865","Escogimos entrada con guía que recomiendo a todo el mundo porque todo lo que ves tiene un sentido y una explicación. Es un monumento impresionante."
"866","No hay palabras, es una obra de arte única, si ahora que aún no esta acabada no me puedo. imaginar como será cuando este acabada."
"867","Debes hacer tu reservación con tiempo por internet y llegar a la hora exacta, te recomiendo comprar audio guía para mejorar tu experiencia. Si vas a Barcelona debes ir ahí."
"868","Este es un sitio obligado si estás en Barcelona, te recomiendo ver tus boletos por internet ya qué hay muchísima gente y corres el riesgo no entrar porque los boletos se agotaron. Por fuera es bellísima."
"869","Lo cierto es que el monumento es espectacular, sobre la basílica no puedo decir nada malo ni mejorable. De hecho, me sorprendió gratamente pues no me la esperaba así. Pero desgraciadamente, no puedo decir lo mismo de la atención del personal. Lo primero que me...Más"
"870","No esperaba que me gustase tanto ni por fuera ni por dentro. Merece la pena pagar la entrada. Espectacular. 100% recomendable"
"871","Teníamos muchas ganas de poder visitarla y la verdad es que no nos defraudó. El avance de las obras es más que evidente y para bien.
Muy recomendable si visitas Barcelona!!"
"872","Cogimos la visita guiada y tuvimos la suerte de dar con un barcelonés como Marcel que nos dió unas explicaciones espectaculares. Un placer."
"873","Hicimos una visita guiada y fue espectacular conocer cada detalle de la historia de la Sagrada Familia. Es un lugar impresionante, hay que sacar las entradas por internet así se evitan las colas. Hay diferentes tipos de visitas, recomiendo la visita guiada"
"874","Hermosa catedral.   Muy viva.  Iluminada y colorida. Diferente.  Toma el tema del bosque y la luz.  Realmente moderna y funcional.  Refleja a su creador Gaudí.  Vale la pena visitarla y recorrer todos sus espacios."
"875","fui por durante mi visita a barcelona, un lugar hermoso y dentor aún mas! mucha historia y arte en un solo lugar"
"876","Es impresionante  estar dentro es precioso cada rincón digno de ver y recuperate en los detalles hay que verla 🤗❤"
"877","Me encanto La Sagrada Familia!  Es un lugar que no puede faltar en tu visita a Barcelona.  Una Iglesia cuidadosamente diseñada y un lugar de oración excepcional."
"878","Una pena, una pena que saque tal negocio con un monumento así al que me he negado a pagar casi 80 euros por dos entradas.."
"879","Si estas en Barcelona no puedes dejar de entrar a la Sagrada Familia es indescriptible, es espectacular."
"880","saquen las entradas con mas de un mes de anticipación!!! nosotros no pudimos entrar dado que se encontraban agotadas, pero solo con mirarla por afuera fue imponente"
"881","Las otras veces que había venido a Barcelona sólo la había visto por fuera, y me parecía muy linda ...
Esta vez la recorrí por dentro.
La entrada no es barata.
Es fundamental ir con audioguia, sino, uno se pierde muchos detalles.
A uno le...Más"
"882","Que sorpresa y que increíble es la obra del humano, sin duda es espectacular e increíble! No dejen de visitarla es lo más asombroso que verán!"
"883","Un lugar espectacular y significante. Una iglesia tremenda mente enorme, hermosa por dentro y por fuera. Al entrar esta presente la opción de utilizar una audio guía que te acompaña en la experiencia y te hace seguir un recorrido para tener una visita completa. Los...Más"
"884","mucha gente ,larga cola y espera,no entramos, el exterior de la basilica es muy hermosa, la proxima sera"
"885","Un sitio precioso para visitar en familia o con amigos o en pareja. Hicimos muchas fotos y la verdad que visto desde abajo es espectacular aún con las obras"
"886","Uno de los edificios más grandiosos que he podido disfrutar en mi vida. Además parece que hay un plan para acabarlo en unos pocos años ... ya descontamos los días para ver acabada esta obra del genio Gaudí"
"887","Esta es una visita obligada si vas a Barcelona, es realmente una obra de arte y todo lo que te cuentan de ella se queda corto al conocerla. Recomendación: compra la entrada por internet, es un sitio tan turistico y probablemente te quedaras sin entras...Más"
"888","He pasado muchas veces por fuera e impresiona. Pero lo mejor está por dentro: espectacular. Hice una visita con un grupo de mis compañeros de la empresa con un guía turístico. Muy recomendable. Difícil de describir con palabras. Son muchísimos detalles a descubrir."
"889","Para no gastar tanto y poder conocer este gran lugar, recomiendo los walking tour, tienes diferentes opciones de acuerdo a tu presupuesto ya sea que quieras conocer la historia por dentro o por fuera vale mucho la pena!"
"890","Muy importante presentarse con reservación realizada en línea y a la hora establecida de lo contrario no permiten el acceso, la visita vale mucho la pena, la Sagrada Familia es imponente por fuera pero por dentro es espectacular."
"891","Fuimos a visitar sagrada familia día sant Jordi ya q si te llamabas así podías entrar gratis y hacia años q no íbamos, tuvimos una visita muy agradable ya q está espectacular y a pesar de ser ese día y haber bastante gente se podía...Más"
"892","De pequeño la veia y solo impresionaba la parte frontal, hace un par de semanas acompañe a unos amigos extrangeros a verla, y al entrar aluciné, impresiona mucho el interior.
Todos los de Barcelona deberiamos ir a ver el tesoro que tenemos aquí!"
"893","si vienes a barcelona, es imposible que no visites la sagrada familia, recomiendo usa guia para poder apreciar mas el paseo"
"894","Llevé a mi madre de 92 años, ella la conocía pero hace muchos años que no había ido,  se quedo paralizada, su cara era pura alegría,  es una maravilla, yo tengo la suerte de vivir cerca de ella. Os animo a todos que vengáis a...Más"
"895","Maravillosa! Estoy muy contenta porque lo veo esta espectacular basílica! Sagrada Familia es más que un Iglesia, porque tiene un alma, un corazón de inocentes, un gran amor y onestidad! Gracias Antonio Gaudi por esta hermosa familia! 🙏💒"
"896","Recomendable sacar la entrada a traves del sitio oficial, ya que nos reintegraron lo abonado por el ascenso a la Torre que no se pudo hacer por lluvia, y nos hicieron la aclaración, entrada oficial se reintegra, por agencia NO. Indispensable sacar entrada para evitar...Más"
"897","Saque la entrada por internet a traves de Barcelona City Pass.
LLegue y entre en el horario pactado. Es impresionante lo maravillosa que es, tanto por fuera como por dentro. 
Gaudi un Genio !!!"
"898","Todo lo que le contaron, todo lo que podría escribir se queda corto. No es necesario ser creyente para admirar el genio de Gaudí. Vayan con tiempo, y juzguen ustedes."
"899","Llevo 30 años viajando a Barcelona y nunca se me había ocurrido visitarla. 
He de reconocer que es algo que nadie debe perderse: la imaginación de un genio o loco o un loco genio es digno de admiración
Desde el tamaño exterior e interior, las...Más"
"900","Preciosa Basílica, no he visto muchas Basílica en mi vida pero puedo asegurar que está es la más bonita hasta ahora y la que más historia tiene, la verdad mucho más grande y bonita de lo que había visto en fotos sin duda volver la...Más"
"901","Les guste Gaudí, sean creyentes o no, si están Barcelona esta es una visita obligatoria. Majestuosa en la altura relativamente baja de la capital de Catalunya, la Sagrada Familia, siempre en construcción, impacta primero por su altura. Su torre mayor (inexistente por ahora) llegará antes...Más"
"902","La más espetacular obra de Barcelona, muy rica de detalles y asombrosa en su magnitud! Realmente un sitio que te saca el aire del pecho en una mirada!"
"903","Había estado antes en Barcelona , la conocí por fuera con la sola presentación de la guía del City Bus. Esta vez contratamos la Audioguia con visita completa ...y la verdad que descubrí una experiencia única con la descripción y ayuda de la Audioguia, Maravillosa...Más"
"904","Impresionante arquitectura. Nos metimos dentro de la cabeza de un genio, Antoni Gaudi. Super recomendable."
"905","Desde sus orígenes la Sagrada Familia ha sido una de las maravillas arquitectónicas de Barcelona, durante muchos años las obras parecían no avanzar, pero la verdad es que en los últimos años ya se nota un importante avance, igual un día más pronto que tarde...Más"
"906","Realmente sin palabras, fui al horario de la tardecita, para apreciar todo el efecto de luces cálidas. Lo que logró Gaudí es fascinante, como plasmó la naturaleza y la materializó en semejante obra. Tomé el tour sobre la Torre del Nacimiento, mi fachada favorita. Es...Más"
"907","Visita obligada al viajar a Barcelona. Es una construcción impactante, tanto por dentro como por fuera. Recomiendo sacar las entradas con anticipación"
"908","Muy impresionante!!! Pero despues de 45 min de fila para sacar la entrada (38 euros) , me dicen que hay que esperar 2 horas para el siguiente turno!!!! Como ya habia ido hace años me neguè a la espera.  No se si es por volumen...Más"
"909","Sin comentarios. Solo se puede valorar visitandola.
Para mi, escandalosamente genial.
Por fuera es preciosa pero este monumento no tiene parangón en ningún otro lugar del mundo.
Su diseño, su construcción y sus formas están absolutamente calculados desde todos los puntos de vista. 
Una genialidad...Más"
"910","Iglesia Católica, diseñada por el  famoso arquitecto Antoni Gaudi, ,es una construcción Monumental muy particular de estilo modernista catalana, con detalles impresionantes .Su construcción  inició en 1882 y esta programada su finalización en el 2020. Si deseas visitarla por fuera no tienes problema, para ingresar...Más"
"911","Excelente visita,un lugar increible,la guia muy dspuesta y con un gran conocimiento sobre la historia , super recomendable."
"912","Simplemente no podéis pasar por barcelona sin ver la maravillosa Sagrada Familia! Es triste que tengamos que pagar por disfrutar de ella, pero, realmente es una gran obra de arte 🥰🥰"
"913","Visita imprescindible en la cuidad de BARCELONA 
LA ARQUITECTURA. La manera de mezclar religión con naturaleza una visión única de futuro simplemente una belleza sin precedentes"
"914","Es un lugar maravilloso de una historia increíble les recomiendo subir a la torre de la pasión ya que de ahí tienes una vista muy bella"
"915","La verdad que las palabras quedan cortas para describir tan magnífica obra de arte, no solo por fuera sino por dentro, la atención es genial, los guía turísticos hacen todo lo posible porque la visita sea agradable, se conoce en gran mayoría toda la estructura...Más"
"916","Llevé a unos amigos que vinieron de vista a Barcelona, y hay que hacerles conocer lugares, tenía que llevarlos a la Sagrada Familia, uno de los lugares emblemáticos en la ciudad:);)"
"917","compre la entrada por anticipado y no tuve problemas para una entrada ágil,
por lo demás todo esta dicho,lo único que quiero agregar  es que me parece abrumadora, con muchos detalles que a mi gusto no deberían ir en una iglesia como esta
sobrecargada
lo...Más"
"918","Sin duda un lugar único. No necesitas ser religioso o experto en arte para maravillarte con este lugar. Te recomiendo comprar entradas por internet y ahorrarte las filas 👌"
"919","Hacer la visita con audioguia merece la pena, te puedes enterar de cosas interesantes, de otra manera te pierdes información"
"920","Vale mucho la pena visitarla por dentro y con guia, es espectacular y muy interesantes las explicaciones."
"921","Bellisimo, una experiencia para no olvidar jamas. La arquitectura de esta catedral es impresionante."
"922","Larga cola, precio algo caro , sin terminar ,pero... ¿Volveríamos otra vez? POR SUPUESTO. Claro que merece la pena volver , a otra hora para ver la luz con otros colores y apreciar cosas que se pasan"
"923","Impacta. Debe visitarse. Hicimos recorrido con audio guia y nos resulto muy bueno. Hay que volver de noche para verla iluminada."
"924","Es preciosa!! Estuvimos bastante tiempo conociendo la arquitectura. Es impresionante. Falta tiempoi y creo que recursos para terminarla."
"925","La primera vez que entré en la Sagrada Familia con el techo de la nave acabado las únicas palabras que podrían llegar a describir mi estado son: te quita el aire. Cierto es que muchos visitantes al salir comentan que no es para tanto, que...Más"
"926","No hay suficientes palabras para describirla. Es bella, atractiva, elegante, impresionante, majestuosa..."
"927","Es un lugar emblemático de Barcelona, una construcción como no hay otra en el mundo. Un verdadero templo de cultura y arte."
"928","Podríamos decir que es el buque insignia de Barcelona. Es un recuerdo inolvidable. Mires donde mires no te deja de sorprender. Si se visita con detenimiento deja una huella imborrable que permanece en el tiempo. Altamente recomendable."
"929","Visita obligada en Barcelona, no te dejará indiferente. Te recomiendo que saques tu entrada on-line si no quieres hacer largas colas."
"930","Es un edificio que envuelve y transporta a través del tiempo. Engloba historia, arte, vida, sencillez y estilo a la vez."
"931","Genial es muy xulo pasear por alli hay de interes tienes el museo de barcino romano catedral el ayuntamiento la generalitat"
"932","Espectacular vista desde exterior y mas majestuosa el interior,eso si mucha gente para entrar y en el interor"
"933","No alcanzan las horas para ver cada detalle, nada es al azar, una genialidad!! Te toca el alma, no se puede describir con palabras hay que estar ahi."
"934","Majestuosa, colosal!!!!! Es fastuosa por dentro se describe muy bien su historia en los museos. Esta todo muy adelantado se intenta dar un diseño parecido y lo están consiguiendo"
"935","Visita obligada en Barcelona que no tiene desperdicio. Una auténtica maravilla la mires por donde la mires ..."
